City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
667,morristown,US,63.37,broken clouds,36.214,-83.2949,Days Inn by Wyndham Morristown
669,santa cruz del sur,CU,70.57,clear sky,20.7147,-77.9956,
670,chor,PK,79.3,overcast clouds,25.5167,69.7667,Asad U Bajeer Hotel
671,curillo,CO,70.7,overcast clouds,1.0333,-75.9191,CASA CLUB
672,barreirinha,BR,74.28,overcast clouds,-2.7933,-57.07,Hotel e Restaurante Tupana Iwato
673,buta,CD,73.56,overcast clouds,2.7858,24.73,HOTEL BISO NA BISO
674,voh,NC,82.53,broken clouds,-20.9667,164.7,Le gîte du Koniambo
676,santa fe,AR,68.32,light rain,-31.6333,-60.7,Conquistador Hotel
679,arlit,NE,66.67,overcast clouds,18.7369,7.3853,Case de Passage De la Prefecture
681,zhuhai,CN,60.98,light rain,22.2769,113.5678,Nanyang Seascape Hotel Zhuhai Hotel
682,vaitape,PF,81.57,overcast clouds,-16.5167,-151.75,Conrad Bora Bora Nui
684,acarau,BR,78.8,overcast clouds,-2.8856,-40.12,castelo pizzaria
685,san andres,CO,80.6,few clouds,12.5847,-81.7006,Hotel Arena Blanca
686,gilbues,BR,68.38,light rain,-9.8317,-45.3439,Hotel Camapuã
687,port-gentil,GA,80.28,light rain,-0.7193,8.7815,Fengshui Residence
689,mattru,SL,72.5,scattered clouds,7.6244,-11.8332,"Mondkor Town, Bagbo Chiefdom, Bo District"
690,chipata,ZM,82.02,overcast clouds,-13.6333,32.65,Protea Hotel by Marriott Chipata
692,sur,OM,79.52,overcast clouds,22.5667,59.5289,Sur Plaza Hotel
693,zambezi,ZM,74.32,broken clouds,-13.5432,23.1047,Royal Kutachika Lodge
694,miri,MY,83.8,light rain,4.4148,114.0089,"Mega Hotel, Miri"
696,iberia,US,70.05,overcast clouds,29.9502,-91.7507,back to back rv park
698,robertsport,LR,79.27,scattered clouds,6.7533,-11.3686,Kwepunha Retreat
699,pareora,NZ,72.18,clear sky,-44.4871,171.2132,
701,praya,CV,73.8,scattered clouds,14.9215,-23.5087,LT Aparthotel
705,keti bandar,PK,76.93,overcast clouds,24.1447,67.4497,Haji laloo memon house
706,amahai,ID,88.02,overcast clouds,-3.3333,128.9167,HOTEL ISABELA
709,moultrie,US,60.39,clear sky,31.1799,-83.7891,Moultrie Inn
712,avera,US,65.71,overcast clouds,33.194,-82.5271,
713,wattegama,LK,85.12,clear sky,6.7989,81.4808,
715,mankono,CI,70.3,clear sky,8.0586,-6.1897,Hôtel cotonputeur
717,inverell,AU,88.66,overcast clouds,-29.7833,151.1167,Sapphire City Motor Inn
720,luba,GQ,81.32,overcast clouds,3.4568,8.5547,
722,sekoma,BW,79.34,broken clouds,-24.4,23.8833,
